root	clade_name	counts
1	Choanoflagellata	1
2	Choanoflagellata (1); Filasterea (1); Ichthyosporea (1); Rotosphaerida (1)	1; 1; 1; 1
3	Metazoa	161
4	Fungi	179
5	Amoebozoa	4
6	Viridiplantae	75
7	Discoba (6); Metamonada (1); Sar (1)	6; 1; 1
8	Rhodophyta	2
9	Sar (38); Apusozoa (1); Cryptophyceae (1); Haptista (1)	38; 1; 1; 1
10	Metamonada	1
