root	clade_name	counts
1	Uncertain: Fungi (1)	1
2	Uncertain: Fungi (178); Metazoa (161)	178; 161; 2; 1; 1; 1
3	Amoebozoa	4
4	Viridiplantae	75
5	Discoba	6; 1; 1
6	Rhodophyta	2
7	Sar	38; 1; 1; 1
8	Metamonada	1
