root	clade_name	counts
1	Rhizaria	1
2	Discoba	1; 1; 1; 1; 1; 1
3	Amoebozoa	1; 1; 1; 1
4	Rhodophyta	1; 1
5	Apusozoa	1
6	Fornicata	1
