root	clade_name	counts
1	Heterolobosea	1
2	Parabasalia	1
3	Euglenozoa	5
4	Sar	1
5	Opisthokonta	345; 75; 4
6	Rhodophyta	2
7	Sar	38; 1; 1; 1
8	Fornicata	1
