root	clade_name
3	Malvids
4	Myrtales
5	Fabids
6	Rosids
7	Superasterids
8	Proteales
9	Ranunculales
10	Liliopsida
11	Amborellales
12	Lycopodiopsida
13	Bryophyta
14	Chlorophyta
15	Opisthokonta
16	Discoba
17	Rhodophyta
18	SAR
19	Metamonada
