root	clade_name	counts
1	Fungi	1
2	Fungi (178); Metazoa (161); Choanoflagellata (2); Filasterea (1); Ichthyosporea (1); Rotosphaerida (1)	178; 161; 2; 1; 1; 1
3	Amoebozoa	4
4	Viridiplantae	75
5	Discoba (6); Metamonada (1); Sar (1)	6; 1; 1
6	Rhodophyta	2
7	Sar (38); Apusozoa (1); Cryptophyceae (1); Haptista (1)	38; 1; 1; 1
8	Metamonada	1
