root	clade_name	counts
1	Thalassiosira oceanica	1
2	Thalassiosira pseudonana	1
3	Bacillariophyceae	1
4	Pelagophyceae	1
5	PX clade	1
6	Oomycota	13
7	Alveolata	20
8	Haptista	1
9	Opisthokonta (345); Viridiplantae (75); Discoba (6); Amoebozoa (4); Rhodophyta (2); Apusozoa (1); Cryptophyceae (1); Metamonada (1); Sar (1)	345; 75; 6; 4; 2; 1; 1; 1; 1
10	Metamonada	1
