root	clade_name	counts
1	Peronosporomycetes	1
2	Peronosporomycetes (10); Saprolegniomycetes (1)	10; 1
3	Saprolegniomycetes	1
4	Ochrophyta	5
5	Alveolata	20
6	Haptista	1
7	Opisthokonta (345); Viridiplantae (75); Discoba (6); Amoebozoa (4); Rhodophyta (2); Apusozoa (1); Cryptophyceae (1); Metamonada (1); Sar (1)	345; 75; 6; 4; 2; 1; 1; 1; 1
8	Metamonada	1
