root	clade_name	counts
1	Aconoidasida	1
2	Aconoidasida (11); Conoidasida (1)	11; 1
3	Conoidasida	4
4	Ciliophora	3
5	Stramenopiles	18
6	Haptista	1
7	Opisthokonta (345); Viridiplantae (75); Discoba (6); Amoebozoa (4); Rhodophyta (2); Apusozoa (1); Cryptophyceae (1); Metamonada (1); Sar (1)	345; 75; 6; 4; 2; 1; 1; 1; 1
8	Metamonada	1
