root	clade_name	counts
1	Mamiellophyceae	1
2	Mamiellophyceae (4); core chlorophytes (3)	4; 3
3	core chlorophytes	2
4	Streptophyta	65
5	Opisthokonta (345); Amoebozoa (4)	345; 4
6	Discoba (6); Metamonada (1); Sar (1)	6; 1; 1
7	Rhodophyta	2
8	Sar (38); Apusozoa (1); Cryptophyceae (1); Haptista (1)	38; 1; 1; 1
9	Metamonada	1
