root	clade_name	counts
1	Leishmania	1
2	Leishmania (1); Viannia (1)	1; 1
3	Trypanosoma	2
4	Discoba (1); Metamonada (1)	1; 1
5	Sar	1
6	Opisthokonta (345); Viridiplantae (75); Amoebozoa (4)	345; 75; 4
7	Rhodophyta	2
8	Sar (38); Apusozoa (1); Cryptophyceae (1); Haptista (1)	38; 1; 1; 1
9	Metamonada	1
