root	clade_name
1	Ponginae
2	Homininae
3	Hylobatidae
4	Cercopithecoidea
5	Platyrrhini
6	Tarsiiformes
7	Strepsirrhini
8	Dermoptera
9	Scandentia
10	Glires
11	Laurasiatheria
12	Afrotheria
13	Metatheria
14	Prototheria
15	Sauropsida
16	Amphibia
17	Coelacanthimorpha
18	Actinopterygii
19	Tunicata
20	Cephalochordata
21	Ambulacraria
22	Ecdysozoa
23	Spiralia
24	Cnidaria
25	Ctenophora
26	Placozoa
27	Porifera
28	Choanoflagellata
29	Fungi
30	Amoebozoa
31	Viridiplantae
32	Discoba
33	Rhodophyta
34	SAR
35	Metamonada
