root	clade_name
1	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Mesangiospermae (1); eudicotyledons (1); Gunneridae (1); Pentapetalae (1); rosids (1); malvids (1); Brassicales (1); Brassicaceae (1); Arabideae (1); Arabis (1)
2	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Mesangiospermae (1); eudicotyledons (1); Gunneridae (1); Pentapetalae (1); rosids (1); malvids (1); Brassicales (1); Brassicaceae (1); Brassiceae (1); Brassica (1)
3	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Mesangiospermae (1); eudicotyledons (1); Gunneridae (1); Pentapetalae (1); rosids (1); malvids (1); Brassicales (1); Brassicaceae (1); Eutremeae (1); Eutrema (1)
4	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Mesangiospermae (1); eudicotyledons (1); Gunneridae (1); Pentapetalae (1); rosids (1); malvids (1); Brassicales (1); Brassicaceae (1); Camelineae (5); Boechereae (1) (1)
5	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Mesangiospermae (1); eudicotyledons (1); Gunneridae (1); Pentapetalae (1); rosids (1); malvids (1); Brassicales (1); Cleomaceae (1); New World clade (1); Tarenaya (1)
6	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Mesangiospermae (1); eudicotyledons (1); Gunneridae (1); Pentapetalae (1); rosids (1); malvids (1); Brassicales (1); Caricaceae (1); Carica (1)
7	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Mesangiospermae (1); eudicotyledons (1); Gunneridae (1); Pentapetalae (1); rosids (1); malvids (1); Malvales (1); Malvaceae (1); Byttnerioideae (1); Malvoideae (1) (1)
8	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Mesangiospermae (1); eudicotyledons (1); Gunneridae (1); Pentapetalae (1); rosids (1); malvids (1); Sapindales (1); Rutaceae (1); Aurantioideae (1); Citrus (1)
9	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Mesangiospermae (1); eudicotyledons (1); Gunneridae (1); Pentapetalae (1); rosids (1); malvids (1); Myrtales (1); Myrtaceae (1); Myrtoideae (1); Eucalypteae (1); Eucalyptus (1)
10	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Mesangiospermae (1); eudicotyledons (1); Gunneridae (1); Pentapetalae (1); rosids (1); fabids (1); Rosales (6); Fabales (4); Malpighiales (4); Cucurbitales (2) (1)
11	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Mesangiospermae (1); eudicotyledons (1); Gunneridae (1); Pentapetalae (1); rosids (1); rosids incertae sedis (1); Vitales (1); Vitaceae (1); Viteae (1); Vitis (1)
12	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Mesangiospermae (1); eudicotyledons (1); Gunneridae (1); Pentapetalae (1); asterids (5); Caryophyllales (1) (1)
13	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Mesangiospermae (1); Proteales (1); Nelumbonaceae (1); Nelumbo (1)
14	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Mesangiospermae (1); Ranunculales (1); Ranunculaceae (1); Thalictroideae (1); Aquilegia (1)
15	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Mesangiospermae (1); Liliopsida (1); Petrosaviidae (1); commelinids (1); Poales (18); Arecales (1); Zingiberales (1) (1)
16	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Euphyllophyta (1); Spermatophyta (1); Magnoliopsida (1); Amborellales (1); Amborellaceae (1); Amborella (1)
17	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Tracheophyta (1); Lycopodiopsida (1); Selaginellales (1); Selaginellaceae (1); Selaginella (1)
18	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (1); Streptophytina (1); Embryophyta (1); Bryophyta (1); Bryophytina (1); Bryopsida (1); Funariidae (1); Funariales (1); Funariaceae (1); Physcomitrium (1)
19	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Chlorophyta (1); Mamiellophyceae (5); core chlorophytes (5) (1)
20	cellular organisms (1); Eukaryota (1); Opisthokonta (345); Amoebozoa (4) (1)
21	cellular organisms (1); Eukaryota (1); Discoba (6); Metamonada (1); Sar (1) (1)
