root	clade_name
1	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Fungi (1); Dikarya (1); Basidiomycota (1); Agaricomycotina (1); Agaricomycetes (1); Agaricomycetes incertae sedis (1); Sebacinales (1); Serendipitaceae (1); Serendipita (1)
2	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Fungi (1); Dikarya (1); Basidiomycota (1); Agaricomycotina (1); Agaricomycetes (1); Agaricomycetes incertae sedis (1); Russulales (2); Auriculariales (1); Corticiales (1); Gloeophyllales (1); Hymenochaetales (1); Polyporales (1) (1)
3	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Fungi (1); Dikarya (1); Basidiomycota (1); Agaricomycotina (1); Agaricomycetes (1); Agaricomycetidae (1); Agaricales (4); Boletales (2) (1)
4	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Fungi (1); Dikarya (1); Basidiomycota (1); Agaricomycotina (1); Tremellomycetes (1); Tremellales (3); Trichosporonales (1) (1)
5	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Fungi (1); Dikarya (1); Basidiomycota (1); Wallemiomycotina (1); Wallemiomycetes (1); Wallemiales (1); Wallemiaceae (1); Wallemia (1)
6	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Fungi (1); Dikarya (1); Basidiomycota (1); Ustilaginomycotina (1); Ustilaginomycetes (1); Ustilaginales (1); Ustilaginaceae (4); Ustilaginales incertae sedis (2) (1)
7	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Fungi (1); Dikarya (1); Basidiomycota (1); Pucciniomycotina (1); Pucciniomycetes (2); Microbotryomycetes (1); Mixiomycetes (1) (1)
8	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Fungi (1); Dikarya (1); Ascomycota (1); saccharomyceta (135); Taphrinomycotina (7) (1)
9	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Fungi (1); Fungi incertae sedis (1); Mucoromycota (1); Mucoromycotina (1); Mucoromycetes (1); Mucorales (1); Mucorineae (1); Mucoraceae (1); Mucor (1)
10	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Fungi (1); Fungi incertae sedis (1); Chytridiomycota (1); Chytridiomycota incertae sedis (1); Chytridiomycetes (1); Rhizophydiales (1); Spizellomycetales (1) (1)
11	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Fungi (1); Fungi incertae sedis (1); Blastocladiomycota (1); Blastocladiomycetes (1); Blastocladiales (1); Blastocladiaceae (1); Allomyces (1)
12	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Metazoa (161); Fungi (3); Choanoflagellata (2); Filasterea (1); Ichthyosporea (1); Rotosphaerida (1) (1)
13	cellular organisms (1); Eukaryota (1); Amoebozoa (1); Evosea (1); Archamoebae (2); Eumycetozoa (2) (1)
14	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (65); Chlorophyta (10) (1)
15	cellular organisms (1); Eukaryota (1); Discoba (6); Metamonada (1); Sar (1) (1)
16	cellular organisms (1); Eukaryota (1); Rhodophyta (1); Bangiophyceae (1); Cyanidiales (1); Galdieriales (1) (1)
17	cellular organisms (1); Eukaryota (1); Sar (38); Apusozoa (1); Cryptophyceae (1); Haptista (1) (1)
18	cellular organisms (1); Eukaryota (1); Metamonada (1); Fornicata (1); Diplomonadida (1); Hexamitidae (1); Giardiinae (1); Giardia (1)
